"id","PlayerName","DraftAge","Country","Height","Weight","Position","DraftYear","Overall","CSS_rank","rs_GP","rs_G","rs_A","rs_P","rs_PIM","rs_PlusMinus","po_GP","po_G","po_A","po_P","po_PIM","po_PlusMinus","sum_7yr_GP","sum_7yr_TOI"
"18,538",Brian Gornick,19,USA,79,218,C,"1,999",258,187,34,10,11,21,20,0,,,,,,,,
"18,070",Yevgeni Kurilin,20,Belarus,71,172,C,"1,999",259,,48,12,14,26,20,-5,,,,,,,,
"64,940",Brian Mcmeekin,20,Canada,76,207,D,"1,999",260,,26,0,1,1,12,0,,,,,,,,
"13,527",Andrew Mcpherson,20,Canada,72,190,C,"1,999",261,,29,5,4,9,12,0,,,,,,,,
"18,537",Alexei Litvinenko,19,Kazakhstan,77,223,D,"1,999",262,,41,3,5,8,85,-6,,,,,,,,
"4,053",Georgijs Pujacs,18,Latvia,73,216,D,"1,999",264,,21,2,12,14,22,12,,,,,,,,
"15,958",Jamie Chamberlain,18,Canada,73,190,R,"1,999",265,64,68,15,24,39,26,-1,4,0,1,1,4,-1,,
"47,837",Ken Davis,18,Canada,76,214,R,"1,999",266,96,72,13,14,27,76,-18,4,0,1,1,11,-5,,
"17,120",Peter Metcalf,20,USA,72,201,D,"1,999",267,,33,6,17,23,34,0,,,,,,,,
"12,914",Tyler Scott,19,USA,72,201,D,"1,999",268,,0,0,0,0,0,0,,,,,,,,
"15,028",Konstantin Gorovikov,22,Russia,72,176,C,"1,999",269,,64,16,17,33,18,0,,,,,,,,
"10,900",James Desmarais,20,Canada,70,174,C,"1,999",270,,66,62,73,135,127,44,11,6,7,13,14,-3,,
"15,689",Darrell Hay,19,Canada,72,201,D,"1,999",271,157,72,13,49,62,87,27,12,2,10,12,22,5,,
"18,536",Mikhail Donika,20,Russia,71,203,D,"1,999",272,,50,2,4,6,16,1,,,,,,,,
"21,005",Artyom Kryukov,18,Russia,76,220,C,"2,000",15,14,18,4,5,9,18,0,,,,,,,,
"9,558",Ilya Nikulin,18,Russia,75,223,D,"2,000",31,5,49,6,8,14,104,2,,,,,,,,
"9,562",Ruslan Zainullin,18,Russia,74,225,R,"2,000",34,8,38,22,9,31,26,11,,,,,,,,
355,Daniel Widing,18,Sweden,72,209,R,"2,000",36,21,61,18,18,36,103,1,7,1,1,2,22,0,,
"3,183",Teemu Laine,18,Finland,72,203,L,"2,000",39,16,68,13,18,31,84,5,10,5,4,9,10,0,,
"3,189",Tero Maatta,18,Finland,74,247,D,"2,000",41,13,38,6,6,12,61,1,11,1,3,4,6,0,,
"10,854",Libor Ustrnul,18,Czech Rep.,78,265,D,"2,000",42,17,68,0,15,15,208,24,23,0,3,3,29,10,,
"39,313",Gerard Dicaire,20,Canada,72,185,D,"2,002",162,,66,6,46,52,34,-2,22,1,14,15,24,7,,
"9,554",Sergei Soin,18,Russia,72,207,C,"2,000",50,12,38,8,9,17,34,12,,,,,,,,
"19,111",Alexander Tatarinov,18,Russia,71,216,R,"2,000",53,23,45,14,12,26,105,6,,,,,,,,
"11,515",Matt Demarchi,19,Italy,75,190,D,"2,000",57,28,39,1,6,7,82,0,,,,,,,,
"59,476",Vladimir Sapozhnikov,18,Russia,74,209,D,"2,000",58,24,4,0,0,0,6,0,,,,,,,,
"12,550",Agris Saviels,18,Latvia,74,201,D,"2,000",63,38,75,9,27,36,70,7,,,,,,,,
"3,188",Tuukka Makela,18,Finland,75,225,D,"2,000",66,31,44,3,6,9,44,3,2,0,0,0,0,0,,
"15,090",Maxim Birbraer,20,Israel,75,220,L,"2,000",67,41,51,56,38,94,58,12,,,,,,,,
"61,675",Ben Knopp,18,Canada,72,179,F,"2,000",69,42,72,30,30,60,101,-4,4,2,2,4,4,-3,,
"13,797",Thatcher Bell,18,Canada,72,187,C,"2,000",71,23,53,26,43,69,61,13,5,0,0,0,15,0,,
632,Mattias Nilsson,18,Sweden,76,203,D,"2,000",72,71,55,6,6,12,94,2,8,0,1,1,10,0,,
"59,477",Robert Fried,19,USA,75,212,F,"2,000",77,61,0,0,0,0,0,0,,,,,,,,
"15,949",Tyler Hanchuck,18,Canada,75,234,D,"2,000",79,83,58,0,8,8,81,-3,6,0,0,0,8,0,,
"15,249",Sean O'Connor,19,Canada,75,223,R,"2,000",82,84,51,5,8,13,166,-2,2,0,0,0,2,-1,,
"60,498",Alexander Lyubimov,20,Russia,75,223,D,"2,000",83,28,34,4,4,8,24,7,7,0,1,1,2,0,,
"25,698",Jan Bohac,18,Czech Rep.,75,201,C,"2,000",87,25,60,9,12,21,12,6,7,0,1,1,4,0,,
"15,025",Alexei Tereschenko,20,Russia,70,185,C,"2,000",91,22,35,4,6,10,12,6,16,1,1,2,8,0,,
"60,775",Sergei Klyazmin,18,Russia,75,194,L,"2,000",92,38,37,5,3,8,16,0,,,,,,,,
"15,257",Tim Branham,19,USA,74,194,D,"2,000",93,129,60,8,27,35,78,16,25,4,7,11,17,8,,
"18,845",Alexander Drozdetsky,19,Russia,73,174,R,"2,000",94,51,35,6,1,7,12,0,4,0,0,0,0,0,,
"60,777",Antoine Bergeron,19,Canada,74,212,D,"2,000",96,122,32,5,9,14,40,0,,,,,,,,
"9,452",Marc Cavosie,19,USA,72,196,C,"2,000",99,50,33,12,18,30,26,0,,,,,,,,
"55,443",Miguel Delisle,18,Canada,73,201,R,"2,000",100,59,54,20,29,49,73,13,11,4,1,5,28,-1,,
"3,194",Arto Tukio,19,Finland,72,190,D,"2,000",101,72,81,12,11,23,66,-10,3,0,0,0,0,-3,,
"9,453",Brett Nowak,19,USA,75,196,F,"2,000",103,22,33,6,12,18,22,-2,,,,,,,,
"18,562",Vladimir Gorbunov,18,Russia,73,198,C,"2,000",105,,49,20,12,32,42,0,,,,,,,,
"21,700",Scotty Balan,18,Canada,75,205,D,"2,000",106,45,67,3,11,14,157,-4,7,0,1,1,17,-2,,
"11,547",Carl Mallette,19,Canada,73,194,C,"2,000",107,37,69,49,76,125,97,3,6,6,3,9,28,-1,,
"12,724",Blake Robson,18,Canada,72,203,L,"2,000",108,93,70,20,27,47,96,-26,,,,,,,,
345,Johan Eneqvist,18,Sweden,72,198,C,"2,000",109,32,59,16,24,40,60,2,7,1,1,2,28,0,,
"11,610",Jared Newman,18,USA,74,198,D,"2,000",110,55,50,1,15,16,123,11,23,0,5,5,34,9,,
"27,991",Premysl Duben,19,Czech Rep.,75,216,D,"2,000",112,77,46,4,3,7,46,11,11,0,1,1,4,0,,
"8,096",Lou Dickenson,18,Canada,74,194,L,"2,000",113,32,66,21,25,46,46,-69,,,,,,,,
"10,884",Christian Larrivee,18,Canada,75,214,C,"2,000",114,138,69,8,15,23,18,0,,,,,,,,
"17,937",Chris Eade,18,Canada,74,201,D,"2,000",115,49,58,5,25,30,64,-18,3,0,0,0,4,3,,
"34,272",Derrick Byfuglien,20,USA,73,196,D,"2,000",122,126,50,5,11,16,106,0,,,,,,,,
"11,517",Vadim Khomitsky,18,Russia,73,198,D,"2,000",123,,35,1,1,2,57,0,,,,,,,,
"15,899",Phil Cole,18,Canada,76,196,D,"2,000",125,69,51,1,6,7,112,-3,,,,,,,,
807,Johan Hagglund,18,Sweden,74,201,C,"2,000",126,42,59,11,13,24,89,2,8,2,1,3,6,0,,
"50,296",Dmitri Semyonov,18,Russia,70,198,R,"2,000",127,,21,4,5,9,79,0,,,,,,,,
"19,122",Alexander Seluyanov,18,Russia,74,190,D,"2,000",128,34,37,4,7,11,18,2,,,,,,,,
"12,877",Troy Riddle,19,USA,70,174,C,"2,000",129,110,53,36,30,66,95,0,8,2,2,4,31,0,,
"60,793",Aaron Van Leusen,19,Canada,72,194,R,"2,000",130,91,57,17,20,37,24,-5,6,2,1,3,6,1,,
"12,210",Peter Podhradsky,21,Slovakia,74,203,D,"2,000",134,,49,4,12,16,77,-4,8,1,0,1,2,0,,
"18,844",Dmitri Upper,22,Kazakhstan,73,203,C,"2,000",136,,43,20,10,30,66,7,5,1,1,2,4,0,,
"60,902",Scott Heffernan,18,Canada,77,212,D,"2,000",138,114,55,5,10,15,24,8,7,0,1,1,4,-2,,
"19,565",Ruslan Bernikov,23,Russia,74,225,L,"2,000",139,,27,5,7,12,16,0,5,3,1,4,2,0,,
"12,617",Nathan Martz,19,Hungary,74,190,C,"2,000",140,136,59,35,75,110,97,0,,,,,,,,
"22,615",Wade Davis,18,Canada,77,216,D,"2,000",141,51,61,3,15,18,59,32,13,0,2,2,15,8,,
"24,736",Michal Pinc,19,Czech Rep.,71,176,C,"2,000",142,74,58,19,43,62,131,5,11,0,5,5,18,-6,,
"44,320",Pavel Duma,19,Russia,74,198,D,"2,000",144,,44,3,8,11,20,9,7,0,0,0,2,0,,
"11,730",Ryan Glenn,20,Canada,73,198,D,"2,000",145,162,42,19,40,59,54,0,,,,,,,,
"60,904",Matthew Mcrae,19,Canada,72,181,C,"2,000",147,86,31,8,16,24,22,0,,,,,,,,
85,Kristofer Ottosson,24,Sweden,70,185,C,"2,000",148,,55,27,15,42,12,20,13,7,2,9,2,12,,
"9,556",Denis Denisov,19,Russia,72,194,D,"2,000",149,57,47,2,9,11,20,3,,,,,,,,
"60,905",Tyler Kolarik,19,USA,70,194,C,"2,000",150,66,0,0,0,0,0,0,,,,,,,,
"60,906",Alexander Barkunov,19,Russia,73,203,D,"2,000",151,,66,7,14,21,74,0,8,2,1,3,0,0,,
"15,112",Paul Flache,20,Canada,75,225,F,"2,002",144,,68,9,35,44,148,-15,,,,,,,,
"60,909",Bill Cass,20,USA,71,190,D,"2,000",153,81,41,1,8,9,26,1,,,,,,,,
"10,503",Grant Potulny,20,USA,75,205,C,"2,000",157,186,56,25,30,55,85,0,10,3,4,7,4,0,,
"60,914",Sean Connolly,20,USA,73,183,D,"2,000",158,92,35,2,14,16,64,0,,,,,,,,
"17,101",Nate Kiser,18,USA,73,225,D,"2,000",160,77,63,3,5,8,102,18,23,1,1,2,18,4,,
"55,438",Pavel Sedov,18,Russia,75,201,R,"2,000",161,,31,5,5,10,28,0,,,,,,,,
"16,744",Artyom Chernov,18,Russia,71,207,L,"2,000",162,46,25,11,9,20,20,4,5,0,0,0,0,0,,
"12,249",Ivan Nepryayev,18,Russia,74,187,C,"2,000",163,,43,9,14,23,38,0,,,,,,,,
"8,068",Tomas Harant,20,Slovakia,74,209,D,"2,000",173,84,58,1,12,13,94,0,,,,,,,,
"9,638",Sven Helfenstein,18,Switzerlan,70,176,L,"2,000",175,15,56,13,13,26,36,2,9,0,1,1,0,0,,
"16,723",Jeff Dwyer,20,USA,74,205,D,"2,000",178,111,0,0,0,0,0,0,,,,,,,,
"58,017",Vadim Sozinov,19,Kazakhstan,73,196,F,"2,000",179,,10,5,1,6,47,-7,,,,,,,,
"7,619",J.D. Forrest,19,USA,69,181,D,"2,000",181,,57,6,28,34,48,0,3,0,0,0,6,0,,
"60,994",Petr Chvojka,18,Czech Rep.,72,207,D,"2,000",182,35,38,6,8,14,73,11,1,0,0,0,0,0,,
"10,635",Michal Macho,18,Slovakia,73,198,C,"2,000",183,95,12,2,5,7,6,1,,,,,,,,
"21,101",Shaun Norrie,18,Canada,75,192,R,"2,000",184,112,67,12,13,25,94,11,13,3,2,5,8,-1,,
"9,382",Patrick Foley,19,USA,73,220,R,"2,000",185,97,37,4,7,11,92,2,,,,,,,,
102,Par Backer,18,Sweden,73,179,C,"2,000",187,,46,12,10,22,24,-14,,,,,,,,
"60,997",Jason Maleyko,20,Canada,73,181,D,"2,000",188,,63,5,27,32,108,-1,6,0,4,4,8,-1,,
"13,559",Chris Bahen,20,Canada,73,187,D,"2,000",189,52,34,8,10,18,54,0,,,,,,,,
"55,441",Aaron Gionet,18,Canada,74,205,D,"2,000",191,89,68,5,6,11,243,8,4,0,0,0,8,-1,,
"28,514",Ladislav Vlcek,19,Czech Rep.,73,185,F,"2,000",192,,60,22,18,40,24,4,5,2,2,4,4,0,,
"43,909",Joey Martin,19,USA,75,203,D,"2,000",193,102,56,1,4,5,41,0,4,0,0,0,2,0,,
"18,379",Colin Shields,20,Scotland,71,181,C,"2,000",195,,59,50,54,104,44,4,3,1,3,4,2,0,,
"18,378",Paul Ballantyne,18,Canada,75,201,D,"2,000",196,60,58,4,15,19,60,17,17,2,3,5,17,8,,
"10,870",Zbynek Irgl,20,Czech Rep.,72,194,R,"2,000",197,68,55,9,6,15,18,-15,,,,,,,,
"15,121",Ken Magowan,19,Canada,73,201,L,"2,000",198,145,58,31,37,68,88,0,,,,,,,,
"12,761",Brian Passmore,20,Canada,71,181,C,"2,000",199,,58,22,36,58,98,-1,5,0,5,5,10,-3,,
"3,213",Janne Jokila,18,Finland,69,181,L,"2,000",200,50,48,15,17,32,46,5,13,3,3,6,4,0,,
"18,377",Yevgeni Fyodorov,20,Russia,70,196,C,"2,000",201,,44,6,9,15,24,6,3,0,1,1,4,0,,
"61,168",Chris Berti,19,Canada,77,214,C,"2,000",204,116,62,8,11,19,131,4,7,1,0,1,13,-1,,
462,Tim Eriksson,18,Sweden,69,168,R,"2,000",206,63,59,21,35,56,118,8,6,1,6,7,4,0,,
"12,848",Cliff Loya,19,USA,74,205,D,"2,000",207,62,31,0,5,5,22,5,,,,,,,,
"3,192",Markus Seikola,18,Finland,74,194,D,"2,000",209,,45,19,15,34,18,6,13,1,0,1,0,0,,
"61,172",John Eichelberger,19,USA,74,185,F,"2,000",210,46,49,19,50,69,58,0,,,,,,,,
"12,019",Joe Cullen,19,USA,73,209,C,"2,000",211,79,29,4,5,9,30,0,,,,,,,,
303,Magnus Kahnberg,20,Sweden,74,201,R,"2,000",212,,39,45,21,66,30,0,6,7,4,11,4,0,,
"18,376",Vasili Bizyayev,18,Russia,72,194,F,"2,000",213,,10,2,1,3,2,0,,,,,,,,
"46,603",Jim Abbott,20,USA,73,185,F,"2,000",216,173,28,7,6,13,22,0,,,,,,,,
"18,374",Igor Samoilov,18,Russia,72,194,D,"2,000",217,29,42,0,4,4,34,5,,,,,,,,
"61,176",Craig Olynick,18,Canada,73,198,D,"2,000",218,88,65,1,9,10,120,-6,7,1,0,1,17,-2,,
"3,220",Marco Tuokko,21,Finland,73,198,L,"2,000",219,,54,10,10,20,73,11,11,2,2,4,6,2,,
"18,371",Marek Priechodsky,21,Slovakia,74,205,D,"2,000",222,,37,2,9,11,58,0,,,,,,,,
"18,350",Lubos Velebny,18,Slovakia,74,214,D,"2,000",223,43,63,7,9,16,35,-10,,,,,,,,
"18,348",Vladislav Luchkin,18,Russia,73,212,C,"2,000",225,18,36,25,10,35,40,3,,,,,,,,
663,Jimmie Svensson,18,Sweden,72,194,L,"2,000",228,,34,11,5,16,141,0,,,,,,,,
"15,241",Brett Lutes,18,Canada,73,187,L,"2,000",229,,4,2,1,3,0,1,,,,,,,,
"3,236",Samu Isosalo,19,Finland,76,225,C,"2,000",230,99,48,17,25,42,26,0,3,0,0,0,0,0,,
245,Mats Christeen,18,Sweden,73,194,D,"2,000",236,,35,1,1,2,38,0,4,1,0,1,6,0,,
"61,185",Danny Eberly,20,USA,72,192,D,"2,000",238,,21,2,5,7,8,0,,,,,,,,
"18,321",David Hajek,20,Czech Rep.,75,205,D,"2,000",239,86,41,3,12,15,34,9,12,1,3,4,10,1,,
"10,689",Nathan Barrett,19,Canada,72,190,C,"2,000",241,85,72,44,38,82,38,-5,,,,,,,,
"61,186",Evan Nielsen,19,USA,74,201,D,"2,000",242,64,41,4,10,14,54,0,,,,,,,,
"61,187",Eric Bowen,19,USA,75,212,R,"2,000",244,,69,2,5,7,184,-26,,,,,,,,
"12,780",Dan Welch,19,USA,70,194,W,"2,000",245,73,36,6,8,14,31,0,,,,,,,,
"15,341",Jason Platt,19,USA,73,209,D,"2,000",247,82,49,1,6,7,65,0,4,0,0,0,9,0,,
"15,119",Steven Crampton,18,Canada,75,201,L,"2,000",248,65,69,22,20,42,91,-21,4,0,3,3,9,-5,,
"3,223",Sami Venalainen,19,Finland,71,196,R,"2,000",249,,37,8,9,17,18,0,10,3,4,7,6,0,,
"18,518",Flavien Conne,20,Switzerlan,70,179,R,"2,000",250,,58,24,25,49,99,-1,4,0,1,1,0,0,,
"13,631",Todd Jackson,19,USA,70,181,L,"2,000",251,,52,16,16,32,37,0,,,,,,,,
"61,189",Matt Sommerfeld,18,Canada,74,203,L,"2,000",253,,67,1,3,4,215,3,5,0,0,0,15,0,,
"18,320",Alexander Shinkar,19,Russia,74,192,R,"2,000",254,,36,10,9,19,14,0,8,0,0,0,0,0,,
"6,042",Eric Johansson,20,Canada,72,187,C,"2,002",187,,69,44,59,103,73,8,5,1,2,3,5,-3,,
"3,225",Pasi Saarinen,23,Finland,71,198,D,"2,000",256,,50,9,19,28,79,10,3,0,0,0,26,-1,,
"15,330",Warren Mccutcheon,18,Canada,76,201,C,"2,000",257,210,62,2,4,6,39,-20,,,,,,,,
"12,479",Regan Kelly,19,Canada,74,196,D,"2,000",259,154,46,8,21,29,20,0,,,,,,,,
"22,137",Yevgeni Bumagin,18,Kazakhstan,72,176,R,"2,000",260,,53,23,17,40,36,0,,,,,,,,
"15,658",Peter Flache,18,Canada,77,227,C,"2,000",262,,56,3,6,9,40,-9,,,,,,,,
"18,319",Dmitri Altaryov,20,Russia,76,207,C,"2,000",264,,44,10,7,17,40,-13,,,,,,,,
"18,318",Sean Kotary,19,USA,72,181,F,"2,000",266,96,0,54,56,110,0,0,,,,,,,,
"12,255",Martin Richter,23,Czech Rep.,72,198,D,"2,000",269,,58,1,12,13,84,-9,,,,,,,,
"24,113",Tim Smith,19,Canada,69,185,C,"2,000",272,,71,26,70,96,65,29,15,7,7,14,32,3,,
"9,598",Yevgeni Muratov,19,Russia,69,176,R,"2,000",274,,44,17,11,28,8,8,9,0,0,0,2,0,,
"18,316",Jonathan Gauthier,20,Canada,74,196,D,"2,000",275,,70,32,49,81,104,0,11,3,7,10,18,0,,
"61,190",Troy Ferguson,20,USA,69,161,F,"2,000",276,,42,5,7,12,10,-3,,,,,,,,
"61,191",Ryan Courtney,18,Canada,75,205,C,"2,000",277,144,65,10,22,32,44,10,12,0,1,1,9,-1,,
"18,315",Martin Paroulek,21,Czech Rep.,72,174,R,"2,000",278,,48,11,14,25,26,11,8,1,1,2,4,-2,,
187,Andreas Lindstrom,18,Sweden,78,216,L,"2,000",279,,9,2,2,4,14,0,,,,,,,,
"5,873",Peter Fabus,21,Slovakia,74,196,C,"2,000",281,,54,20,11,31,34,0,5,1,1,2,0,0,,
"61,192",James Demone,18,Canada,78,231,D,"2,000",283,189,56,2,8,10,181,-23,,,,,,,,
"12,643",Martin Hohener,20,Switzerlan,73,192,D,"2,000",284,,51,4,3,7,24,-1,7,1,1,2,2,0,,
"18,314",Milan Kopecky,19,Czech Rep.,72,183,C,"2,000",287,,38,17,7,24,24,10,7,5,3,8,0,7,,
"83,450",Mark Mcrae,19,Canada,72,190,D,"2,000",288,78,27,5,16,21,10,0,,,,,,,,
71,Bjorn Nord,28,Sweden,72,190,D,"2,000",289,,81,23,22,45,74,-1,13,4,2,6,8,3,,
"28,082",Arne Ramholt,24,Switzerlan,75,194,D,"2,000",291,,34,0,4,4,12,0,7,0,2,2,16,0,,
"18,313",Louis Mandeville,18,Canada,75,236,D,"2,000",292,,50,5,11,16,31,2,11,2,1,3,4,2,,
"3,304",Lauri Kinos,20,Finland,74,207,D,"2,000",293,,69,12,17,29,80,-4,5,1,1,2,6,-2,,
"9,564",Igor Knyazev,18,Russia,72,194,D,"2,001",15,7,48,7,7,14,88,13,,,,,,,,
304,Jens Karlsson,19,Sweden,75,216,R,"2,001",18,26,45,12,10,23,113,-4,7,1,5,6,81,3,,
"14,513",Adrian Foster,19,Canada,72,205,C,"2,001",28,,5,0,5,5,4,-1,,,,,,,,
"12,768",Greg Watson,18,Canada,72,205,C,"2,001",34,14,71,22,28,50,72,-42,,,,,,,,
"9,569",Andrei Taratukhin,18,Russia,74,223,C,"2,001",41,34,47,21,31,52,79,4,,,,,,,,
"8,420",Tomas Slovak,18,Slovakia,73,209,D,"2,001",42,21,59,7,8,15,58,0,3,1,0,1,2,0,,
"9,644",Igor Pohanka,18,Slovakia,75,212,C,"2,001",44,36,76,18,36,54,28,-28,,,,,,,,
"8,053",Martin Podlesak,19,Czech Rep.,77,227,C,"2,001",45,38,60,21,19,40,59,3,3,1,1,2,2,-1,,
"9,573",Alexander Polushin,18,Russia,75,212,R,"2,001",47,8,44,13,5,18,16,5,,,,,,,,
"14,450",Kiel Mcleod,19,Canada,78,234,C,"2,001",53,24,65,38,28,66,94,-1,4,4,1,5,8,3,,
"15,250",Viktor Uchevatov,18,Russia,75,225,D,"2,001",60,30,6,0,2,2,4,9,,,,,,,,
463,Andreas Holmqvist,20,Sweden,76,216,D,"2,001",61,22,43,5,15,20,44,26,,,,,,,,
"9,566",Igor Grigorenko,18,Russia,70,214,R,"2,001",62,25,45,16,14,30,96,11,,,,,,,,
"12,671",Robin Leblanc,18,Canada,73,198,R,"2,001",67,92,61,24,38,62,33,16,11,7,8,15,8,5,,
"16,663",Joel Stepp,18,Canada,70,187,C,"2,001",69,42,70,24,13,37,89,23,22,6,3,9,24,0,,
27,Yared Hagos,18,Sweden,73,218,C,"2,001",70,24,43,11,26,37,24,1,10,4,1,5,4,-2,,
"15,111",Chris Heid,18,Canada,73,205,D,"2,001",74,47,51,2,15,17,76,-1,12,0,4,4,12,-1,,
"19,120",Denis Platonov,20,Russia,75,203,L,"2,001",75,,39,11,6,17,32,0,13,3,0,3,43,0,,
"3,595",Oliver Setzinger,18,Austria,72,196,L,"2,001",76,28,64,19,18,37,104,-1,,,,,,,,
"28,068",Darren Mclachlan,18,Canada,74,216,L,"2,001",77,32,42,10,9,19,161,-8,9,1,3,4,18,3,,
"12,854",Beat Forster,18,Switzerlan,73,218,D,"2,001",78,20,51,8,10,18,104,-2,6,1,1,2,4,0,,
"9,391",Neil Komadoski,19,USA,74,203,D,"2,001",81,83,30,2,5,7,106,-8,,,,,,,,
"3,221",Henrik Juntunen,18,Finland,74,212,R,"2,001",83,40,63,32,20,52,107,2,4,2,2,4,2,-1,,
"15,466",Kenny Smith,20,USA,74,209,D,"2,001",84,74,21,0,2,2,37,0,,,,,,,,
58,Per Mars,19,Sweden,75,216,C,"2,001",87,,29,6,6,12,60,-2,5,1,1,2,4,0,,
"19,384",Nicolas Corbeil,18,Canada,71,174,C,"2,001",88,87,68,33,51,84,159,-11,3,1,3,4,4,-4,,
"10,412",Kevin Estrada,19,Canada,71,196,L,"2,001",91,138,59,34,84,118,65,0,,,,,,,,
"10,333",Anthony Aquino,19,Italy,70,203,R,"2,001",92,77,38,17,25,42,22,-7,,,,,,,,
"12,044",Alexandre Rouleau,18,France,73,192,D,"2,001",96,135,70,8,17,25,124,16,21,1,0,1,46,9,,
"11,498",Brian Sipotz,20,USA,78,212,D,"2,001",100,75,32,0,1,1,48,-2,,,,,,,,
"15,108",Cory Stillman,18,Canada,73,212,C,"2,001",101,19,68,29,27,56,39,16,4,2,0,2,0,-3,,
"58,592",Brent Maclellan,18,Canada,75,227,D,"2,001",104,58,62,7,19,26,155,-34,11,0,0,0,41,0,,
"13,964",Vladimir Korsunov,18,Russia,73,192,D,"2,001",105,15,16,0,3,3,12,3,,,,,,,,
"13,493",Milan Gajic,20,Canada,72,179,C,"2,001",112,154,50,46,52,98,84,0,,,,,,,,
"18,850",Yevgeni Gladskikh,19,Russia,72,198,R,"2,001",114,112,31,3,5,8,10,0,,,,,,,,
"19,108",Vladimir Gusev,19,Russia,75,216,D,"2,001",115,58,4,0,0,0,8,0,,,,,,,,
"20,508",Alexei Zotkin,19,Russia,72,207,F,"2,001",119,,40,2,3,5,34,0,12,1,1,2,20,0,,
"58,597",Igor Valeyev,20,Russia,72,223,L,"2,001",122,,62,17,61,78,175,4,7,0,2,2,24,-2,,
"2,489",Aaron Lobb,18,Canada,76,209,R,"2,001",123,53,67,23,25,48,93,-18,5,0,2,2,12,-6,,
"9,560",Yegor Shastin,19,Russia,70,187,F,"2,001",124,13,33,4,12,16,67,11,9,1,0,1,18,0,,
"53,959",Jeff Lucky,18,Canada,72,203,C,"2,001",125,44,53,20,21,41,26,-2,,,,,,,,
"57,296",Daniel Volrab,18,Czech Rep.,73,187,L,"2,001",126,56,60,13,10,23,34,17,2,1,0,1,0,-1,,
"18,987",Andrei Posnov,20,Russia,72,192,L,"2,001",128,,11,0,4,4,4,0,,,,,,,,
"8,421",Miroslav Blatak,19,Czech Rep.,72,201,D,"2,001",129,41,51,3,17,20,30,4,9,1,0,1,2,-2,,
"15,719",Colt King,18,Canada,74,220,R,"2,001",130,30,65,25,27,52,129,8,4,0,1,1,8,-2,,
"8,504",Ben Eaves,19,USA,68,179,C,"2,001",131,115,41,13,26,39,12,6,,,,,,,,
"13,483",Shawn Collymore,18,Canada,72,201,F,"2,001",139,39,71,24,43,67,32,-9,4,0,3,3,0,0,,
"3,211",Tommi Jaminki,18,Finland,74,209,L,"2,001",142,29,70,17,19,36,34,3,,,,,,,,
"13,649",Frantisek Skladany,19,Slovakia,72,183,R,"2,001",143,103,35,4,5,9,4,-1,,,,,,,,
"53,007",Jim Hakewill,19,USA,77,227,D,"2,001",145,69,0,0,0,0,0,0,,,,,,,,
"54,842",Jiri Jakes,19,Czech Rep.,76,220,R,"2,001",147,43,64,22,16,38,73,-12,6,1,1,2,4,3,,
"52,471",David Klema,19,USA,73,176,C,"2,001",148,101,56,13,40,53,58,0,3,1,0,1,0,0,,
"2,699",Mikko Viitanen,19,Finland,75,220,D,"2,001",149,105,50,6,13,19,107,-4,3,0,0,0,0,2,,
"2,561",Tuukka Mantyla,20,Finland,67,187,D,"2,001",153,27,76,11,22,33,58,15,10,2,2,4,10,7,,
"12,079",Jake Brenk,19,USA,74,196,F,"2,001",154,106,0,0,0,0,0,0,,,,,,,,
"22,961",Michal Vondrka,19,Czech Rep.,73,190,L,"2,001",155,,43,10,14,24,39,1,7,0,1,1,0,-6,,
"14,327",Andy Schneider,20,USA,73,214,D,"2,001",156,70,54,12,24,36,134,0,10,3,7,10,17,0,,
30,Andreas Jamtin,18,Sweden,72,194,L,"2,001",157,36,37,18,21,39,155,2,,,,,,,,
"15,678",Dmitri Syomin,18,Russia,74,201,C,"2,001",159,54,27,7,7,14,4,2,11,2,3,5,2,0,,
"18,716",Artyom Ternavsky,18,Russia,75,218,D,"2,001",160,45,71,3,16,19,147,-15,,,,,,,,
"21,472",Stefan Schauer,18,Germany,73,187,D,"2,001",162,,56,4,9,13,54,6,5,0,1,1,0,0,,
"9,563",Yuri Trubachyov,18,Russia,68,203,C,"2,001",164,23,40,8,12,20,30,8,,,,,,,,
"18,670",Pierre-Luc Emond,19,Canada,72,220,F,"2,001",165,48,62,10,36,46,100,-8,6,2,0,2,10,0,,
"52,122",Michal Blazek,19,Czech Rep.,74,187,D,"2,001",167,99,45,9,12,21,110,29,7,0,6,6,6,7,,
"12,476",Dustin Johner,18,Canada,71,179,C,"2,001",169,128,72,25,31,56,45,5,9,1,5,6,6,0,,
"15,839",Jan Tabacek,21,Slovakia,72,198,D,"2,001",170,,44,8,5,13,62,0,3,1,2,3,0,0,,
"11,761",Eric Himelfarb,18,Canada,69,170,C,"2,001",171,84,49,31,44,75,48,-1,4,1,7,8,4,-5,,
"13,562",Justin Aikins,19,Canada,72,181,R,"2,001",173,123,59,30,61,91,47,0,,,,,,,,
"16,731",Alexander Golovin,18,Russia,70,194,L,"2,001",174,57,6,2,3,5,0,3,,,,,,,,
"34,994",Andrei Razin,28,Russia,71,187,C,"2,001",177,,51,19,35,54,80,0,,,,,,,,
"14,670",Scott Polaski,19,USA,74,187,D,"2,001",180,81,51,18,26,44,65,0,3,0,1,1,0,0,,
